,net_gain,PLC,s,pl
0,1.9075190661818635e-05,0.0,0.3,0.0
1,1.886124034580927e-05,0.008040466851060524,0.2902783583513894,-0.17498401145443024
2,1.8638052073008276e-05,0.008613248260205375,0.2807129212581916,-0.17995009563016828
3,1.8405114134161988e-05,0.009309295672128348,0.27130796696639287,-0.1857316918710733
4,1.8161868061248595e-05,0.010158395667551723,0.26206781839974963,-0.19245276910808462
5,1.7907698070981408e-05,0.011198877757511605,0.2529968288815413,-0.20025684690045928
6,1.7641917024332032e-05,0.012480362301111603,0.24409936555507797,-0.2093101578916226
7,1.7363747807972968e-05,0.014067445549376223,0.23537979032889136,-0.21980531231849262
8,1.7072298775103377e-05,0.016044639029777152,0.22684243818941208,-0.2319655359154975
9,1.6766531601416897e-05,0.018522973297123047,0.2184915927502688,-0.24604955923935123
10,1.6445219664398527e-05,0.0216487791936264,0.21033145894486183,-0.26235724245900544
11,1.61068949362936e-05,0.025615255070657983,0.20236613281925883,-0.2812360244168586
12,1.57497815706047e-05,0.030677473183245207,0.1945995684472476,-0.30308828750333694
13,1.5371715170187583e-05,0.03717138399680142,0.1870355420697082,-0.32837972962848844
14,1.4970048670021976e-05,0.04553697501285736,0.1796776136568977,-0.3576488301411943
15,1.454154966408148e-05,0.056344736491247716,0.17252908620447563,-0.3915174865540005
16,1.408230104187222e-05,0.07032251562383829,0.1655929632006959,-0.43070288182207883
17,1.3587628516763473e-05,0.08837608161773647,0.15887190484026087,-0.47603061603859564
18,1.3052096593206347e-05,0.11159070854995723,0.15236818370529642,-0.52844910010053
19,1.2469639304617907e-05,0.14119297796599573,0.14608364077930514,-0.5890451607122209
20,1.1833920902596454e-05,0.17844420386973736,0.14001964279744322,-0.6590607449955608
21,1.1139044338267015e-05,0.22443622377211636,0.13417704205597042,-0.7399105386481737
22,1.0380718715814633e-05,0.2797791471479052,0.1285561398939002,-0.833200224764161
23,9.557922538383974e-06,0.34422176430338136,0.12315665510884202,-0.9407450132230859
24,8.67491517648782e-06,0.41632454620819104,0.11797769856540201,-1.0645879667672915
25,7.743147728145311e-06,0.49336841964088674,0.11301775518870351,-1.2070175451778793
26,6.782301326331663e-06,0.5716514482443074,0.1082746744012367,-1.3705836908973383
27,5.819571902651607e-06,0.6471586769959878,0.10374566985657044,-1.558111697091436
28,4.886702815922001e-06,0.7163716060462275,0.0994273290524035,-1.7727130426839102
29,4.015178128771904e-06,0.7768887615585084,0.09531563307826325,-2.0177923584768487
