,freq,MAP,expected_Cnet_eller,expected_Cnet_dynfb,a,b,c
30,0.40000000000000013,800,3.2883783525285014e-05,3.2987849681233136e-05,0.2738942754568203,0.47534151422529336,-0.24902930676216628
31,0.45000000000000007,800,3.304198507570181e-05,3.302478293344911e-05,0.26912489302178616,1.6669753615698566,-0.739465498815101
32,0.1,900,2.6700702973536968e-05,2.9167240990456388e-05,0.24790085035084639,0.6236628620279018,-0.2817617895666502
33,0.15000000000000002,900,2.9672174115851758e-05,3.1190542581313996e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
34,0.20000000000000004,900,3.1220006387513466e-05,3.2178309045820384e-05,0.2630849644757902,0.6059046750032038,-0.23899818090277247
35,0.25000000000000006,900,3.2084176959787745e-05,3.255988155463333e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
36,0.30000000000000004,900,3.258698161125606e-05,3.288853817239405e-05,0.2537321810608078,0.9580159752517251,-0.34017413224866555
37,0.3500000000000001,900,3.288771707835256e-05,3.2971616099419006e-05,0.2738942754568203,0.47534151422529336,-0.24902930676216628
38,0.40000000000000013,900,3.3071343488353824e-05,3.303384813758295e-05,0.2552836293349377,8.645474069789488,-0.6577669252009529
39,0.45000000000000007,900,3.31854027720954e-05,3.308776366968105e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
40,0.1,1000,2.7129453349683278e-05,2.936932093384954e-05,0.25543865694325263,0.5192106857817108,-0.3329227830591782
41,0.15000000000000002,1000,3.0076392739072297e-05,3.139196484769546e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
42,0.20000000000000004,1000,3.155427185734598e-05,3.2305019224331785e-05,0.25606917848878374,0.7482521290646525,-0.2876660001369379
43,0.25000000000000006,1000,3.2343142408892775e-05,3.2737569055653044e-05,0.26501544356274626,0.9690036658569285,-0.1468320147627915
44,0.30000000000000004,1000,3.278019818945596e-05,3.29109641539206e-05,0.2738942754568203,0.47534151422529336,-0.24902930676216628
45,0.3500000000000001,1000,3.3028626411680234e-05,3.298834113256761e-05,0.2552836293349377,8.645474069789488,-0.6577669252009529
46,0.40000000000000013,1000,3.317274209178711e-05,3.3219808414665445e-05,0.26150428500076267,1.5668690828731955,-0.26804404806541504
47,0.45000000000000007,1000,3.3257894621662175e-05,3.329296311637609e-05,0.28261874864743375,0.6141217176931488,-0.21496177981674347
48,0.1,1100,2.7469365366037142e-05,2.9505196462969085e-05,0.2647044014944236,0.6917515760038353,-0.18590477202870426
49,0.15000000000000002,1100,3.0383279061261895e-05,3.154381233772586e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
50,0.20000000000000004,1100,3.179595303038831e-05,3.236116297323123e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
51,0.25000000000000006,1100,3.2520963412625413e-05,3.272001114890199e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
52,0.30000000000000004,1100,3.290608731728925e-05,3.289311322879164e-05,0.25625532704888293,3.511563390428774,-0.7797913721506355
53,0.3500000000000001,1100,3.3115791047673157e-05,3.300687040030892e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
54,0.40000000000000013,1100,3.323240565538413e-05,3.323726959679895e-05,0.2580419466576204,1.5087084664377532,-0.4483443305173097
55,0.45000000000000007,1100,3.3298595783053065e-05,3.325653126070112e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
56,0.1,1200,2.774474559506386e-05,2.9722841958571653e-05,0.21531670055636346,0.8873248562584485,-0.28497417037249995
57,0.15000000000000002,1200,3.0622740440137805e-05,3.166175554848324e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
58,0.20000000000000004,1200,3.197679228067854e-05,3.250608228736144e-05,0.25606917848878374,0.7482521290646525,-0.2876660001369379
59,0.25000000000000006,1200,3.2648321762329417e-05,3.282789351490655e-05,0.2738942754568203,0.47534151422529336,-0.24902930676216628
60,0.30000000000000004,1200,3.2992378882402555e-05,3.2946599417645754e-05,0.2552836293349377,8.645474069789488,-0.6577669252009529
61,0.3500000000000001,1200,3.317304248080353e-05,3.319460188670132e-05,0.2580419466576204,1.5087084664377532,-0.4483443305173097
62,0.40000000000000013,1200,3.327004908328242e-05,3.328921363057615e-05,0.29652069021392985,0.5796382551829761,-0.2711513789390566
63,0.45000000000000007,1200,3.332335458836882e-05,3.33132291446973e-05,0.27815150049667814,1.5141531820281953,-0.19642413627841193
64,0.1,1300,2.7971959330032616e-05,2.980398812016944e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
65,0.15000000000000002,1300,3.081395852734861e-05,3.176494412572124e-05,0.3008792440376071,0.321167164632608,-0.2819903923685134
66,0.20000000000000004,1300,3.2116067680435734e-05,3.249522633415157e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
67,0.25000000000000006,1300,3.274281187274057e-05,3.2978381453116274e-05,0.27633801543778186,0.5924879714834436,-0.2594892952621033
68,0.30000000000000004,1300,3.3054074757721436e-05,3.294163281367524e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
69,0.3500000000000001,1300,3.321255115415976e-05,3.325103308640222e-05,0.26922706496518933,1.1673909551842991,-0.13248570489849076
70,0.40000000000000013,1300,3.329519193747038e-05,3.3312026427523075e-05,0.2690359366587122,1.518772478467877,-0.21263644432615647
71,0.45000000000000007,1300,3.333942438029565e-05,3.3321770594784755e-05,0.2750040980309106,1.3975975243658152,-0.8914623706198872
72,0.1,1400,2.8162371217301157e-05,2.9918285884650175e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
73,0.15000000000000002,1400,3.096967673405734e-05,3.1836614717669526e-05,0.27787486300457864,0.5788550125365625,-0.288672543384916
74,0.20000000000000004,1400,3.222597775534354e-05,3.260325644164253e-05,0.2537321810608078,0.9580159752517251,-0.34017413224866555
75,0.25000000000000006,1400,3.281502107175594e-05,3.297950641790976e-05,0.280026357627791,0.8814763974087312,-0.1992409543834851
76,0.30000000000000004,1400,3.309976130873893e-05,3.300737942575388e-05,0.297897708874977,0.89295099477288,-0.21732927743273245
77,0.3500000000000001,1400,3.324095167750054e-05,3.326781925112534e-05,0.29652069021392985,0.5796382551829761,-0.2711513789390566
78,0.40000000000000013,1400,3.331278792640145e-05,3.3302279932949265e-05,0.27815150049667814,1.5141531820281953,-0.19642413627841193
79,0.45000000000000007,1400,3.3350418549977484e-05,3.333575300885295e-05,0.2750040980309106,1.3975975243658152,-0.8914623706198872
80,0.1,1500,2.8324089977912486e-05,3.008693577953688e-05,0.23434090481119788,0.5826220449613049,-0.35139071311217085
81,0.15000000000000002,1500,3.109862991261277e-05,3.189509560843192e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
82,0.20000000000000004,1500,3.2314528728876846e-05,3.257875898067373e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
83,0.25000000000000006,1500,3.287159851705724e-05,3.294226854438775e-05,0.3066156819878962,0.5608262522989028,-0.2988467615646848
84,0.30000000000000004,1500,3.313460280647597e-05,3.316154597436239e-05,0.2580419466576204,1.5087084664377532,-0.4483443305173097
85,0.3500000000000001,1500,3.3262072395192625e-05,3.321177663553325e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
86,0.40000000000000013,1500,3.332558622952823e-05,3.330597873827881e-05,0.2750040980309106,1.3975975243658152,-0.8914623706198872
87,0.45000000000000007,1500,3.335827179480283e-05,3.334319081366596e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
88,0.1,1600,2.8463040323966376e-05,3.0159244159214226e-05,0.23434090481119788,0.5826220449613049,-0.35139071311217085
89,0.15000000000000002,1600,3.120697269504428e-05,3.197576177815403e-05,0.25606917848878374,0.7482521290646525,-0.2876660001369379
90,0.20000000000000004,1600,3.238714753670032e-05,3.260947550920984e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
91,0.25000000000000006,1600,3.291687973273512e-05,3.2895830382472435e-05,0.25625532704888293,3.511563390428774,-0.7797913721506355
92,0.30000000000000004,1600,3.316184230952863e-05,3.308011097965309e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
93,0.3500000000000001,1600,3.327823335955337e-05,3.3240073711958636e-05,0.25908787890491974,7.540649110625606,-0.5610219855716094
94,0.40000000000000013,1600,3.333519884253719e-05,3.331796159498913e-05,0.2750040980309106,1.3975975243658152,-0.8914623706198872
95,0.45000000000000007,1600,3.336408522656638e-05,3.3351398363674025e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
96,0.1,1700,2.858364269973114e-05,3.0169944724227103e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
97,0.15000000000000002,1700,3.1299148506003006e-05,3.2028759861628065e-05,0.27787486300457864,0.5788550125365625,-0.288672543384916
98,0.20000000000000004,1700,3.244761871296482e-05,3.263513803129409e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
99,0.25000000000000006,1700,3.295378604764208e-05,3.289972102486877e-05,0.2552836293349377,8.645474069789488,-0.6577669252009529
100,0.30000000000000004,1700,3.318359423521946e-05,3.322182603264184e-05,0.26922706496518933,1.1673909551842991,-0.13248570489849076
101,0.3500000000000001,1700,3.329090127303518e-05,3.328000356843349e-05,0.27815150049667814,1.5141531820281953,-0.19642413627841193
102,0.40000000000000013,1700,3.334261651294333e-05,3.3327195395718283e-05,0.2750040980309106,1.3975975243658152,-0.8914623706198872
103,0.45000000000000007,1700,3.336851889185116e-05,3.335760496040919e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
104,0.1,1800,2.8689256791291098e-05,3.0232790020913652e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
105,0.15000000000000002,1800,3.137843515538895e-05,3.2100041009285324e-05,0.3069116170970861,0.3649973573004135,-0.18289057695174527
106,0.20000000000000004,1800,3.249864834931081e-05,3.265686427293526e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
107,0.25000000000000006,1800,3.2984343401136806e-05,3.289603271792455e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
108,0.30000000000000004,1800,3.320128293662216e-05,3.318546198741794e-05,0.2643037937510477,1.7367273494223783,-0.9461302658440265
109,0.3500000000000001,1800,3.330103790607124e-05,3.328933987636037e-05,0.27815150049667814,1.5141531820281953,-0.19642413627841193
110,0.40000000000000013,1800,3.334847330548684e-05,3.333447567504588e-05,0.2750040980309106,1.3975975243658152,-0.8914623706198872
111,0.45000000000000007,1800,3.337198637521925e-05,3.3362420345641016e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
112,0.1,1900,2.8782478407319067e-05,3.0288184126010034e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
113,0.15000000000000002,1900,3.1447297275073534e-05,3.20655802665132e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
114,0.20000000000000004,1900,3.254221473872097e-05,3.267547172077823e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
115,0.25000000000000006,1900,3.300999284274144e-05,3.292461942766949e-05,0.297897708874977,0.89295099477288,-0.21732927743273245
116,0.30000000000000004,1900,3.321589573998717e-05,3.3167431251455346e-05,0.2593359248582151,8.613009751427079,-0.7058132504225139
117,0.3500000000000001,1900,3.330929431519405e-05,3.328793422048459e-05,0.2750040980309106,1.3975975243658152,-0.8914623706198872
118,0.40000000000000013,1900,3.335318946669539e-05,3.3336964907623705e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
119,0.45000000000000007,1900,3.33747569012497e-05,3.336623905519632e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
120,0.1,2000,2.8865342835952548e-05,3.033736498408683e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
121,0.15000000000000002,2000,3.150761991727584e-05,3.209507278868318e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
122,0.20000000000000004,2000,3.2579792847621975e-05,3.26915705086443e-05,0.24544101154293596,0.7413894935869249,-0.3031928090562903
123,0.25000000000000006,2000,3.3031782612053636e-05,3.2941972553327025e-05,0.297897708874977,0.89295099477288,-0.21732927743273245
124,0.30000000000000004,2000,3.322813445964849e-05,3.31887731757589e-05,0.25908787890491974,7.540649110625606,-0.5610219855716094
125,0.3500000000000001,2000,3.3316123664554295e-05,3.3296261717072494e-05,0.2750040980309106,1.3975975243658152,-0.8914623706198872
126,0.40000000000000013,2000,3.335705214661107e-05,3.334233252163148e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
127,0.45000000000000007,2000,3.337701161082514e-05,3.3369324983800875e-05,0.2696324704810196,8.470352026333993,-0.8706497562290247
